id,title,original_title,release_date,budget
352720,My Good Hans,"Милый Ханс, дорогой Петр",10/7/2015,3500000
353569,Table 19,Table 19,1/20/2017,5000000
353898,Manjhi The Mountain Man,Manjhi The Mountain Man,8/21/2015,1230000
354287,War Machine,War Machine,5/26/2017,60000000
354857,Regular Show: The Movie,Regular Show: The Movie,9/1/2015,3000000
356216,The Rise of the Krays,The Rise of the Krays,8/29/2015,2500000
356296,Suburra,Suburra,10/14/2015,7000000
356626,Black,Black,11/11/2015,1200000
357540,Freelance,ฟรีแลนซ์,10/6/2015,455000
357706,Irudhi Suttru,இறுதிச்சுற்று,1/28/2016,300000
357784,Roukli,Roukli,9/17/2015,17973
358353,Bound & Babysitting,Bound & Babysitting,4/1/2015,1600000
358962,Queen of Spades: The Dark Rite,Пиковая дама: Черный обряд,9/10/2015,1000000
359364,Human,Human,9/12/2015,13000000
359412,Marauders,Marauders,7/1/2016,15000000
359471,Swat: Unit 887,Swat: Unit 887,9/29/2015,2000000
359736,Human,Humano,10/12/2013,60000
361042,The Hollow,The Hollow,10/24/2015,2000000
361597,Karbala,Karbala,9/8/2015,3200000
361980,We Are the Pirates of the Roads,Me Rosvolat,3/27/2015,1700000
362583,MindGamers,DxM,10/4/2015,22800000
363007,Préjudice,Préjudice,10/7/2015,2800000
363093,The Tiger: An Old Hunter's Tale,대호,12/16/2015,5000
363676,Sully,Sully,9/7/2016,60000000
363683,I Believe in Miracles,I Believe in Miracles,10/13/2015,768
363807,"Liar, Liar, Vampire","Liar, Liar, Vampire",10/12/2015,3500000
363925,Operações Especiais,Operações Especiais,10/7/2015,6000000
364427,Orleans,Орлеан,9/17/2015,2500000
364433,They Call Me Jeeg Robot,Lo chiamavano Jeeg Robot,5/12/2015,1900000
364615,Toro,Toro,4/22/2016,4000000
366080,Kabali,கபாலி,7/22/2016,18700000
366249,Lapland Odyssey 2,Napapiirin sankarit 2,9/30/2015,1730000
366564,Comment c'est Loin,Comment c'est Loin,12/9/2015,2023920
366656,Snowtime!,La guerre des tuques 3D,11/12/2015,12500000
367006,Seasick,Seasick,4/7/1996,1000000
368006,24,24,5/5/2016,10000000
368993,Mascots,Mascots,10/11/2016,20000000
369524,The Comedian,The Comedian,12/9/2016,15000000
369885,Allied,Allied,11/17/2016,85000000
370665,Dilwale,Dilwale,12/18/2015,26000000
370964,He's a Dragon,Он - дракон,12/4/2015,18000000
371899,The Puppet Syndrome,Синдром Петрушки,11/5/2015,2000000
372226,Visaranai,விசாரணை,2/4/2016,325000
372297,Charlie,ചാര്‍ലി,12/24/2015,1900000
373247,Down Under,Down Under,8/11/2016,2000000
373878,Lusers,Lusers,10/1/2015,2000000
374416,Quo vado?,Quo vado?,1/1/2016,10000000
374452,Sieranevada,Sieranevada,8/3/2016,1488410
374458,Graduation,Bacalaureat,5/20/2016,2000000
374515,Stalked by My Doctor,Stalked by My Doctor,12/26/2015,4000000
374720,Dunkirk,Dunkirk,7/19/2017,100000000
375199,Jai Gangaajal,Jai Gangaajal,3/4/2016,1500000
375290,Airlift,Airlift,1/22/2016,4500000
375366,The Girl with All the Gifts,The Girl with All the Gifts,9/23/2016,5005600
376004,Adulterers,Adulterers,1/5/2016,750000
376394,To Mars by A-Bomb: The Secret History of Project Orion,To Mars by A-Bomb: The Secret History of Project Orion,3/26/2003,175000
376812,Sultan,Sultan,7/6/2016,10400000
376866,Jackie,Jackie,12/2/2016,9000000
376869,Neerja,नीरजा,2/19/2016,10721568
377213,Te3n,Te3n,6/10/2016,5069632
377264,Morgan,Morgan,9/1/2016,8000000
377799,One Man and his Cow,La Vache,9/30/2015,5300000
377985,Fan,Fan,4/15/2016,16000000
378350,The Mine,Jättiläinen,1/22/2016,1200000
380075,Fog in August,Nebel im August,9/29/2016,8000000
380111,Flight Crew,Экипаж,4/21/2016,10000000
381374,Action Hero Biju,ആക്ഷൻ ഹീറോ ബിജു,2/4/2016,300000
381707,Our Lovers,Nuestros amantes,2/8/2016,1400000
381890,The Mermaid,美人鱼,2/8/2016,60720000
383869,Back to Mom's,Retour chez ma mère,6/1/2016,8600000
385261,"Love, Lies",해어화,4/13/2016,120
387426,Okja,Okja,5/19/2017,50000000
387845,Musudan,무수단,3/3/2016,500
388243,Bleed,Bleed,3/25/2016,550000
388256,Mamaboy,Mamaboy,5/23/2017,700000
390353,Traceroute,Traceroute,4/28/2016,10000
391088,The Making of Trump,The Making of Trump,11/30/2015,800000
391617,Kóblic,Capitán Kóblic,4/14/2016,3500000
392142,Max & Leon,La Folle histoire de Max et Léon,11/1/2016,12156348
392271,Rangoon,रंगून,2/24/2017,12003848
392554,The Days That Confused,"Päevad, mis ajasid segadusse",4/8/2016,566000
392572,Rustom,रुस्तम,8/12/2016,1000000
393629,Pure Pwnage: Teh Movie,Pure Pwnage: Teh Movie,1/23/2016,220093
393729,Divines,Divines,8/31/2016,2791874
393841,Pelli Choopulu,#Pellichoopulu,7/29/2016,200000
394499,Porta dos Fundos: Contrato Vitalício,Porta dos Fundos: Contrato Vitalício,6/30/2016,840000
394684,May God Forgive Us,Que Dios nos perdone,10/28/2016,4000000
395452,In the Forests of Siberia,Dans les forêts de Sibérie,6/15/2016,3500000
395560,Capsule,Capsule,12/23/2015,1300000
396289,Raising the Bar,Raising the Bar,5/2/2016,600000
397403,Brexit: The Movie,Brexit: The Movie,5/11/2016,430000
398535,Udta Punjab,उड़ता पंजाब,6/17/2016,5980000
398786,Kammatipaadam,കമ്മട്ടിപ്പാടം,5/20/2016,1500000
398891,My Bakery in Brooklyn,My Bakery in Brooklyn,6/30/2016,3800000
399612,Realive,Proyecto Lázaro,12/13/2016,7000000
400387,Riphagen,Riphagen,9/22/2016,2300000
400753,The Bachelor,The Bachelor,12/1/2016,480000
401513,Attraction,Притяжение,1/26/2017,6277106
402193,Night Guards,Ночные стражи,8/1/2016,3800000
402672,Mohenjo Daro,Mohenjo Daro,8/11/2016,15050000
402919,The Promise,Das Versprechen,10/27/2016,300000
403163,Enemies with Benefits,Enemies with Benefits,1/15/2016,20000
403867,Kaabil,Kaabil,1/26/2017,5200000
405050,Bad Girl,Bad Girl,8/11/2016,1
405203,Born in Heinola,Teit meistä kauniin,9/7/2016,1200000
408194,Devil's Bride,Tulen morsian,9/9/2016,3100000
408203,Little Wing,Tyttö nimeltä Varpu,9/23/2016,1000000
408626,City of Tiny Lights,City of Tiny Lights,4/7/2017,3892200
410537,The Amityville Terror,The Amityville Terror,4/1/2016,500000
411054,Guppy,ഗപ്പി,8/5/2016,600000
411088,The Invisible Guest,Contratiempo,12/15/2016,4000000
411221,Ozzy,Ozzy,10/14/2016,10000000
411638,The Fury of a Patient Man,Tarde para la ira,9/9/2016,1200000
411736,Batman: Return of the Caped Crusaders,Batman: Return of the Caped Crusaders,10/8/2016,3500000
412209,Tramps,Tramps,9/10/2016,2000000
414190,iBoy,iBoy,1/27/2017,1500000
415086,What the Health,What the Health,3/16/2017,273428
415255,The Secret of Evil,Secreto Matusita,9/18/2014,300000
415358,Pink,Pink,9/16/2016,75000000
416086,Redistributors,Redistributors,7/2/2016,500000
417644,CHiPS,CHiPS,3/23/2017,25000000
418072,Peace Code,Código Paz,9/18/2014,1500000
418078,It Comes at Night,It Comes at Night,6/9/2017,5000000
418437,Unforgettable,Unforgettable,4/20/2017,12000000
419546,HyperNormalisation,HyperNormalisation,10/16/2016,36501
419771,The Monk and the Demon,Монах и бес,9/8/2016,2000000
420703,O Shaolin do Sertão,O Shaolin do Sertão,10/13/2016,2000000
421443,Teleios,Teleios,4/6/2017,1000000
421550,Payback: Straight Up,Payback: Straight Up,10/21/2006,90000000
422127,It's All Good,It's All Good,10/21/2016,75000
422603,Aanandam,ആനന്ദം,10/21/2016,450000
422715,The Bride,Невеста,1/19/2017,1500000
425942,Black Snow,Nieve negra,1/19/2017,4000000
428449,A Ghost Story,A Ghost Story,7/7/2017,100000
428645,Eu Fico Loko,Eu Fico Loko,1/12/2017,2500000
430161,The Lighthouse of the Orcas,El faro de las orcas,12/16/2016,6000000
430263,"Have Fun, Vasya!","Гуляй, Вася!",2/16/2017,707503
432602,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,7/28/2017,1000000
434510,Replica,Replica,4/1/2005,7000
436994,Lucid Dream,루시드 드림,2/22/2017,5000000
439695,Unexpected Journey,Saattokeikka,3/10/2017,1500000
440642,The Spacewalker,Время первых,4/12/2017,7075038
440777,Female Fight Club,Female Fight Club,3/16/2017,2000000
442752,Petos,Petos,3/18/1988,837000
443053,The Avenue,The Avenue,1/1/2017,42000
444935,Bromance,Como una novia sin sexo,10/13/2016,400000
447061,Red Nose Day Actually,Red Nose Day Actually,3/24/2017,4000000
450768,Only For One Night,Only For One Night,10/1/2016,3500000
452068,Drone,Drone,5/26/2017,4000000
457307,"Don't call him ""Dimon""",Он вам не Димон,3/2/2017,7200
460846,Security,Security,3/4/2017,15000000
468707,Thick Lashes of Lauri Mäntyvaara,Lauri Mäntyvaaran tuuheet ripset,7/28/2017,1254040
