id,title,original_title,release_date,budget
19085,Vulgar,Vulgar,9/13/2000,120000
19106,Lascars,Lascars,6/17/2009,12500000
19116,Asylum,Asylum,3/20/2008,22000000
19143,Diggstown,Diggstown,8/14/1992,17000000
19152,Zift,Дзифт,6/27/2008,796442
19158,Graveyard Shift,Graveyard Shift,10/26/1990,10500000
19166,House Of 9,House Of 9,1/1/2005,6000000
19213,Pledge This!,Pledge This!,12/1/2006,8300000
19275,Future by Design,Future by Design,6/10/2006,250000
19405,Recess: School's Out,Recess: School's Out,1/27/2001,10000000
19486,Cyborg She,僕の彼女はサイボーグ,5/31/2008,8500000
19585,G-Force,G-Force,7/21/2009,150000000
19611,Connected,Bo chi tung wah,9/25/2008,5750000
19620,Bluffmaster!,Bluffmaster!,1/1/2005,1823152
19623,Drona,Drona,10/2/2008,15000000
19624,Fashion,Fashion,10/29/2008,5000000
19644,Silmido,실미도,12/24/2003,8000000
19666,Lagaan: Once Upon a Time in India,लगान,6/15/2001,5200000
19703,A Wednesday!,अ वेडनसडे,9/5/2008,1400000
19719,LolliLove,LolliLove,11/21/2004,2000
19723,The League of Gentlemen's Apocalypse,The League of Gentlemen's Apocalypse,6/3/2005,4
19738,Revolutionary Girl Utena: The Movie,少女革命ウテナ アドゥレセンス黙示録,8/14/1999,998000
19792,Firestarter 2: Rekindled,Firestarter 2: Rekindled,3/10/2002,10000000
19827,The In-Laws,The In-Laws,6/15/1979,9000000
19901,Daybreakers,Daybreakers,1/6/2009,20000000
19939,Cape No. 7,海角七號,8/22/2008,16000000
19959,Surrogates,Surrogates,9/24/2009,80000000
19980,99,99,5/15/2009,3000000
20002,Chandni Chowk To China,Chandni Chowk To China,1/16/2009,10500000
20009,Slackers,Slackers,2/1/2002,14000000
20043,Royal Space Force - The Wings Of Honneamise,王立宇宙軍 オネアミスの翼,3/14/1987,8000000
20049,Ayan,Ayan,4/3/2009,3230939
20128,Life Is a Miracle,Život je čudo,5/14/2004,8000000
20200,Narco,Narco,12/1/2004,823258
20268,Last Stop 174,Última Parada 174,10/24/2008,4700000
20312,Interstate 60,Interstate 60,4/13/2002,7000000
20345,The Bird with the Crystal Plumage,L'uccello dalle piume di cristallo,2/19/1970,500000
20367,Detour,Detour,11/30/1945,30
20375,Raid,Raid,1/31/2003,2000000
20421,Rock-A-Doodle,Rock-A-Doodle,8/2/1991,18000000
20449,The Ghost,Domovoy,11/13/2008,3000000
20453,3 Idiots,3 Idiots,12/23/2009,9000000
20465,StageFright: Aquarius,Deliria,2/8/1987,1000000
20481,Nightbreed,Nightbreed,2/16/1990,11000000
20493,Love Story 2050,Love Story 2050,7/4/2008,20000000
20526,TRON: Legacy,TRON: Legacy,12/10/2010,170000000
20542,Delgo,Delgo,12/12/2008,40000000
20637,Panic,Panic,12/1/2000,1000000
20649,Clockers,Clockers,9/15/1995,25000000
20651,Parineeta,Parineeta,6/10/2005,6250000
20688,Kaminey,Kaminey,8/14/2009,9000000
20701,Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,5/3/1990,3500000
20714,12,12,6/6/2007,4000000
20742,Shootout at Lokhandwala,Shootout at Lokhandwala,5/25/2007,11000000
20761,Play It to the Bone,Play It to the Bone,12/25/1999,24000000
20794,Novocaine,Novocaine,11/23/2001,6000000
20842,Children Shouldn't Play with Dead Things,Children Shouldn't Play with Dead Things,2/28/1973,70000
20893,Shadowheart,Shadowheart,8/4/2009,10000000
20993,Brother 2,Брат 2,1/1/2000,1500000
21033,Beautiful,Beautiful,4/27/2009,1500000
21041,The Third Wave,Den tredje vågen,10/15/2003,4667404
21052,Levity,Levity,3/16/2003,7500000
21175,Lakshya,Lakshya,6/18/2004,483719
21244,Cyclomania,Cyclomania,1/1/2001,1353676
21259,Testament,Testament,11/4/1983,1500000
21291,Dad,Dad,10/27/1989,19000000
21297,Wake Up Sid,Wake Up Sid,10/2/2009,3000000
21301,Barbershop 2:  Back in Business,Barbershop 2:  Back in Business,1/20/2004,18000000
21356,Rock & Rule,Rock & Rule,4/15/1983,8000000
21398,Grace,Grace,8/14/2009,5000000
21407,The Collector,The Collector,7/9/2009,3400000
21509,The Cook,The Cook,4/1/2008,210000
21570,Rangeela,Rangeela,1/1/1995,2800000
21588,Cemetery Man,Dellamorte Dellamore,3/25/1994,4000000
21627,Crimewave,Crimewave,9/19/1985,3000000
21778,RRRrrrr!!!,RRRrrrr!!!,1/28/2004,17820000
21878,The Line,La Linea,11/4/2008,7500000
21905,Shabd,Shabd,2/4/2005,2500000
21925,Naqoyqatsi,Naqoyqatsi,9/2/2002,3000000
21935,The Haunting Hour: Don't Think About It,The Haunting Hour: Don't Think About It,9/4/2007,3000000
22004,Trespass,Trespass,12/25/1992,14000000
22033,Cry of the Banshee,Cry of the Banshee,7/22/1970,500000
22059,The Fantastic Four,The Fantastic Four,1/1/1994,1500000
22152,Lymelife,Lymelife,9/8/2008,1500000
22171,Ms .45,Ms .45,4/24/1981,62000
22215,Cheri,Chéri,2/10/2009,23000000
22256,Without Limits,Without Limits,9/11/1998,25000000
22307,Sisters,Sisters,3/27/1973,500000
22315,Aitraaz,Aitraaz,11/12/2004,3500000
22448,Awarapan,Awarapan,6/29/2007,6000000
22554,The Subtenant,Kummeli Alivuokralainen,9/12/2008,1300000
22649,A Farewell to Arms,A Farewell to Arms,12/8/1932,4
22717,Wanted,वांटेड,9/18/2009,75
22794,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,9/17/2009,100000000
22817,Disaster!,Disaster!,7/20/2006,2980000
22825,The Box,The Box,9/17/2009,30000000
22949,Old Dogs,Old Dogs,11/24/2009,35000000
23101,Topper,Topper,7/16/1937,500000
23168,The Town,The Town,9/15/2010,37000000
23178,Elvis and Me,Elvis and Me,2/7/1988,8000000
23398,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,12/21/2009,75000000
23439,House of Usher,House of Usher,6/21/1960,270000
23451,Videocracy,Videocracy,9/4/2009,700000
23479,The Bad News Bears,The Bad News Bears,4/7/1976,35000000
23531,Whipped,Whipped,9/1/2000,3000000
23685,Monkeybone,Monkeybone,2/23/2001,75000000
23729,The Invicible Cell,Blekingegadebanden,3/20/2009,1520000
23730,C.H.U.D.,C.H.U.D.,8/31/1984,1250000
23919,Porky's 3: Revenge,Porky's Revenge,3/22/1985,9000000
23945,Carpool,Carpool,8/23/1996,17000000
23947,Nasty Old People,Nasty Old People,10/10/2009,15000
23949,Tape,Tape,1/26/2001,100000
23963,Pontypool,Pontypool,3/6/2009,1500000
24021,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,6/23/2010,68000000
24049,Sivaji: The Boss,சிவாஜி,6/14/2007,12000000
24051,Hardwired,Hardwired,11/3/2009,5000000
24065,Guncrazy,Guncrazy,9/11/1992,800000
24079,Triggermen,Triggermen,1/1/2002,500000
24113,Town & Country,Town & Country,4/27/2001,90000000
24221,The Rebel,Dòng Máu Anh Hùng,4/27/2007,1500000
24269,The Temptations,The Temptations,11/1/1998,8000000
24276,Matewan,Matewan,8/28/1987,4000000
24285,Phileine Says Sorry,Phileine zegt sorry,10/9/2003,4170000
24348,Powaqqatsi,Powaqqatsi,4/29/1988,2500000
24402,Emmanuelle,Emmanuelle,6/25/1974,500000
24428,The Avengers,The Avengers,4/25/2012,220000000
24469,Fish Tank,Fish Tank,5/14/2009,3000000
24559,Slaughterhouse-Five,Slaughterhouse-Five,3/15/1972,3200000
24603,All The Best,All The Best,10/16/2009,7500000
24821,Hidden,Skjult,3/4/2009,2215773
24837,August Underground's Mordum,August Underground's Mordum,1/1/2003,300
24927,Night Of The Living Dead 3D,Night Of The Living Dead 3D,5/6/2007,3000000
24929,Return of the Living Dead Part II,Return of the Living Dead Part II,1/15/1988,6200000
24973,The Egyptian,The Egyptian,8/25/1954,5000000
25126,Six Shooter,Six Shooter,1/1/2004,200000
25132,Shorts,Shorts,8/21/2009,40000000
25147,Jude,Jude,2/6/1996,7000000
25151,Mutants,Mutants,10/31/2008,4000000
25180,Anne Of Green Gables: The Continuing Story,Anne Of Green Gables: The Continuing Story,7/23/2000,1100000
25221,For the Boys,For the Boys,11/22/1991,40000000
25269,Article 99,Article 99,3/13/1992,18000000
25335,Hellsinki,Rööperi,1/9/2009,2500000
25364,Ace in the Hole,Ace in the Hole,6/29/1951,1821052
25376,The Secret in Their Eyes,El secreto de sus ojos,8/13/2009,2000000
25476,Scum,Scum,9/12/1979,420000
25499,"Just Let It Go, Friends",जाने भी दो यारों,8/12/1983,14000
25571,Drive,Drive,8/6/1997,3500000
25713,Animals,Animals,11/5/2008,5500000
25784,Journey from the Fall,Vượt Sóng,2/22/2006,1300000
25846,Baarìa,Baarìa,9/2/2009,35000000
25934,"To Sir, with Love","To Sir, with Love",6/14/1967,640000
25936,Radio Day,День радио,3/8/2008,4000000
25967,Isolation,Isolation,9/10/2005,5000000
26042,Warlock III: The End of Innocence,Warlock III: The End of Innocence,10/12/1999,2000000
26127,Joshua Tree,Joshua Tree,8/4/1993,9000000
26142,The Doctor,The Doctor,7/24/1991,12000000
26268,Harper,Harper,2/23/1966,3500000
26379,Paa,Paa,12/4/2009,3250000
26388,Buried,Buried,9/24/2010,1987650
26505,Arthur and the Revenge of Maltazard,Arthur et la vengeance de Maltazard,11/26/2009,87000000
26515,Pumpkinhead,Pumpkinhead,6/9/1988,3500000
26623,Generation X,Generation X,12/20/1996,7000000
26687,The Unseeable,เปนชู้กับผี,11/2/2006,2000000
26750,Fall of the Republic: The Presidency of Barack H. Obama,Fall of the Republic: The Presidency of Barack H. Obama,10/21/2009,200000
26774,The Blood on Satan's Claw,The Blood on Satan's Claw,1/1/1971,140000
26815,Rocket Singh: Salesman of the Year,Rocket Singh: Salesman of the Year,12/11/2009,1250000
26899,The Mudge Boy,The Mudge Boy,1/17/2003,800000
26956,Puppet Master III Toulon's Revenge,Puppet Master III Toulon's Revenge,10/17/1991,800000
27004,Ca$h,Ca$h,1/1/2010,7000000
27007,Overnight,Overnight,6/12/2003,550
27046,The Irony of Fate. The Sequel,Ирония судьбы. Продолжение,12/21/2007,5000000
27064,Mishima: A Life in Four Chapters,Mishima: A Life in Four Chapters,5/15/1985,5000000
27085,The Land That Time Forgot,The Land That Time Forgot,8/13/1975,1500000
27090,Zero Day,Zero Day,9/3/2003,20000
27122,The Attic,The Attic,1/15/2008,700
27230,Christmas Evil,Christmas Evil,11/1/1980,750000
27270,America 3000,America 3000,4/8/1986,2000000
27303,Hideaway,Hideaway,3/3/1995,15000000
27387,Gacy,Gacy,5/13/2003,250000
27414,"Silent Night, Deadly Night","Silent Night, Deadly Night",11/9/1984,1065000
27429,Shivers,Shivers,10/10/1975,179000
27432,Killer of Sheep,Killer of Sheep,11/14/1978,100000
27503,The Unknown,The Unknown,6/4/1927,217000
27505,The Unholy Three,The Unholy Three,9/16/1925,103000
27507,"Laugh, Clown, Laugh","Laugh, Clown, Laugh",4/14/1928,293000
27579,The American,The American,8/31/2010,20000000
27581,The Other Guys,The Other Guys,8/6/2010,100000000
27601,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger IV,11/1/2001,500000
27636,The Whip and the Body,La frusta e il corpo,8/29/1963,66500
27662,Deep Space,Deep Space,5/1/1988,1500000
27696,The Thirsting,The Thirsting,1/1/2006,350000
27711,Killjoy,Killjoy,10/24/2000,150000
27712,Killjoy 2: Deliverance from Evil,Killjoy 2: Deliverance from Evil,1/8/2002,30000
27770,Sometimes They Come Back... Again,Sometimes They Come Back... Again,9/3/1996,3000000
27791,Strangeland,Strangeland,10/2/1998,1100000
27793,The Neverending Story III: Escape from Fantasia,The NeverEnding Story III,10/26/1994,17000000
27873,Battletruck,Warlords of the 21st Century,1/1/1982,1000000
27932,Airport 1975,Airport 1975,10/18/1974,3000000
27936,Micmacs,Micmacs à tire-larigot,10/28/2009,33000000
27945,Hombre,Hombre,3/21/1967,5860000
27957,The Breath,Nefes: Vatan Sağolsun,10/15/2009,2000000
27969,Turk 182!,Turk 182!,2/15/1985,1900000
28019,"Give 'em Hell, Malone","Give 'em Hell, Malone",1/1/2009,15000000
28136,Popatopolis,Popatopolis,6/10/2009,250000
28170,The Gore Gore Girls,The Gore Gore Girls,12/15/1972,63500
28178,Hachi: A Dog's Tale,Hachi: A Dog's Tale,6/13/2009,16000000
28188,Swamp Zombies!!!,Swamp Zombies!!!,7/22/2005,12000
28349,The Dead Hate the Living!,The Dead Hate the Living!,2/8/2000,150000
28426,Invisible Agent,Invisible Agent,7/31/1942,322000
28448,Walker,Walker,12/4/1987,5800000
28640,Devil's Den,Devil's Den,10/22/2006,1500000
28671,Habit,Habit,8/31/1996,200000
28687,Unholy,Unholy,9/4/2007,250000
28871,How About You...,How About You...,11/16/2007,9000000
28910,Mark of the Vampire,Mark of the Vampire,4/26/1935,305177
28925,Zone of the Dead,Zone of the Dead,2/22/2009,1000000
28932,F.I.S.T.,F.I.S.T.,4/26/1978,11
28966,Wings,Wings,8/12/1927,2000000
28978,The Circus,The Circus,1/6/1928,9000000
29058,The Beast with a Million Eyes,The Beast with a Million Eyes,6/15/1958,23000
29066,Atlas,Atlas,5/1/1961,70000
29159,Giallo,Giallo,3/13/2010,14000000
29161,Phenomena,Phenomena,1/31/1985,3800000
29237,Shock,Shock,1/10/1946,375000
29244,3 Godfathers,3 Godfathers,12/1/1948,1243000
29286,The Black Cat,The Black Cat,5/2/1941,176000
29293,House of the Dead 2,House of the Dead 2,10/14/2005,6000000
29361,Antikiller D.K,Антикиллер Д.К.: Любовь без памяти,12/3/2009,2500000
29369,Made in U.S.A,Made in U.S.A,12/3/1966,50000
29393,Macabre,Macabre,10/1/1958,90000
29406,Trucker,Trucker,4/24/2008,2000000
29424,Hungry Wives,Hungry Wives,5/1/1972,90000
29426,Survival of the Dead,Survival of the Dead,5/6/2010,4000000
29427,The Crazies,The Crazies,2/26/2010,20000000
29437,Rabid,Rabid,4/8/1977,530000
29512,Bruiser,Bruiser,2/13/2000,5000000
29514,Two Evil Eyes,Due occhi diabolici,1/25/1990,9000000
29723,The Concorde... Airport '79,The Concorde... Airport '79,8/17/1979,14000000
29798,Dead Man's Hand,Dead Man's Hand,7/1/2007,200000
29854,Seizure,Seizure,1/1/1974,250000
29883,The Untold,The Untold,7/29/2002,3000000
29912,The Robe,The Robe,9/16/1953,4100000
29923,Detour,Snarveien,7/31/2009,2200000
29938,Alien Escape,Alien Escape,1/1/1996,1000000
30019,Upperdog,Upperdog,8/28/2009,3417000
30168,It Came from Hollywood,It Came from Hollywood,12/10/1982,5000000
30237,Onegin,Onegin,12/22/1999,14000000
30289,Megafault,Megafault,10/10/2009,1200000
30302,Death In Love,Death In Love,7/17/2008,3000000
30315,Kingdom of the Spiders,Kingdom of the Spiders,8/24/1977,500000
30449,Imago mortis,Imago mortis,1/15/2009,3700000
30548,Zerophillia,Zerophillia,10/13/2005,325000
30618,Bunraku,Bunraku,9/1/2010,25000000
30619,D Day,Den' D,6/6/2008,5000000
30633,Istanbul Tales,Anlat Istanbul,4/11/2005,5000
30634,Organize İşler,Organize İşler,12/22/2005,20000
30779,Blackwoods,Blackwoods,10/25/2001,3000000
30973,The Visual Bible: The Gospel of John,The Visual Bible: The Gospel of John,9/11/2003,10000000
31037,MacArthur,MacArthur,7/1/1977,9000000
31059,Nasha Russia: Yaytsa sudby,Наша Russia: Яйца судьбы,1/21/2010,2000000
31060,Recep İvedik,Recep İvedik,2/22/2008,500000
31129,The Final Sacrifice,The Final Sacrifice,1/1/1990,1500
31150,Intruder,Intruder,1/27/1989,130000
31196,Growth,Growth,1/29/2010,300000
31225,Paris is Burning,Paris is Burning,3/13/1990,500000
31246,From Justin to Kelly,From Justin to Kelly,6/20/2003,12000000
31359,Would I Lie to You? 2,La Vérité si je Mens ! 2,2/7/2001,12560000
31414,Satantango,Sátántangó,2/8/1994,1500000
31516,On the Town,On the Town,12/8/1949,2111250
31522,A Woman Is a Woman,Une Femme est une femme,9/6/1961,160000
31525,The Legend of Bhagat Singh,The Legend of Bhagat Singh,6/7/2002,3000000
31618,Betrayed,Betrayed,8/26/1988,19000000
31629,Arundhati,Arundhati,1/16/2009,2915739
31671,Breakout,Breakout,5/21/1975,1000000
31675,Cromwell,Cromwell,9/16/1970,3750000
32005,Breaking Point,Breaking Point,12/4/2009,2500000
32085,Vincent,Vincent,1/1/1982,60000
32173,Bunshinsaba: Ouija Board,분신사바,8/5/2004,2500000
32250,Ju-on: The Curse,呪怨,2/11/2000,4000000
32387,Stick,Stick,4/26/1985,22000000
32395,The Greatest,The Greatest,1/17/2009,6000000
32872,Til There Was You,Til There Was You,5/30/1997,1000000
32909,Mulan: Rise of a Warrior,花木兰,11/26/2009,12000000
33065,Alesha Popovich and Tugarin the Dragon,Алеша Попович и Тугарин Змей,12/23/2004,4000000
33273,Cell 211,Celda 211,11/6/2009,5700000
33365,The Night Before the Exams,Notte prima degli esami,2/17/2006,2457000
33470,American Boy: A Profile of: Steven Prince,American Boy: A Profile of: Steven Prince,9/16/1978,155000
33476,Abbott and Costello Meet the Keystone Kops,Abbott and Costello Meet the Keystone Kops,1/1/1955,736
33477,"Abbott and Costello Meet the Killer, Boris Karloff","Abbott and Costello Meet the Killer, Boris Karloff",9/18/1949,686
33482,Here Come the Co-eds,Here Come the Co-eds,1/1/1945,717
33518,Alligator,Alligator,7/2/1980,1500000
33534,Nikitich and The Dragon,Добрыня Никитич и Змей Горыныч,3/16/2006,4500000
33627,OceanWorld 3D,OceanWorld 3D,1/1/2009,8000000
33714,I'm Staying,Я остаюсь,4/19/2007,1000000
33914,Frankenweenie,Frankenweenie,12/14/1984,1000000
34128,Peter and Vandy,Peter and Vandy,1/1/2009,500000
34144,"Dear Guest, When Will You Leave?",Atithi Tum Kab Jaoge,2/26/2010,3750000
34179,14 Blades,Jin Yi Wei,2/4/2010,20000000
34223,Vamp,Vamp,7/18/1986,1900000
34308,Modigliani,Modigliani,5/18/2004,12000000
34376,Mannequin Two: On the Move,Mannequin Two: On the Move,1/7/1991,13000000
34463,Three Little Pigs,Three Little Pigs,5/27/1933,15719
34544,The A-Team,The A-Team,6/10/2010,110000000
34636,The Neverending Story II: The Next Chapter,The Neverending Story II: The Next Chapter,10/24/1990,32000000
34746,Death Wish 5: The Face of Death,Death Wish 5: The Face of Death,1/14/1994,5000000
34769,Defendor,Defendor,9/12/2009,3500000
34812,H.G. Wells' War of the Worlds,H.G. Wells' War of the Worlds,6/28/2005,1000000
35019,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,3/26/2010,35000000
35114,Destino,Destino,8/5/2003,1500000
35153,The Heavy,The Heavy,4/8/2010,4500000
35165,The Rainbow Thief,The Rainbow Thief,9/1/1990,10000000
35196,Restoration,Restoration,12/29/1995,19000000
35379,IMAX Mummies Secrets Of The Pharohs,IMAX Mummies Secrets Of The Pharohs,5/25/2007,4000000
35552,The Extraordinary Adventures of Adèle Blanc-Sec,Les Aventures extraordinaires d'Adèle Blanc-Sec,4/9/2010,25000000
35652,That's It,Apenas o Fim,10/5/2008,4000
35688,Why Did I Get Married Too?,Why Did I Get Married Too?,4/2/2010,20000000
35733,Amateur Porn Star Killer,Amateur Porn Star Killer,6/30/2006,45
35759,My Super Psycho Sweet 16,My Super Psycho Sweet 16,10/23/2009,1
35891,Mansquito,Mansquito,3/5/2005,5000000
36046,The Work and the Glory,The Work and the Glory,11/24/2004,7500000
36095,Cure,キュア,11/6/1997,20000
36109,The Grind,The Grind,9/22/2009,1200000
36139,High Plains Invaders,High Plains Invaders,8/30/2009,2000000
36142,The Dark House,Dom zły,11/27/2009,1300000
36206,Ride the High Country,Ride the High Country,6/20/1962,813000
36211,Japón,Japón,1/1/2002,250050
36224,Subconscious Cruelty,Subconscious Cruelty,10/12/2000,100
36234,Timecode,Timecode,3/22/2000,4000000
36299,The Grave,The Grave,1/1/1996,4000000
36337,Delusion,Delusion,6/7/1991,1000000
36344,Alaska,Alaska,8/14/1996,23000000
36586,Blade II,Blade II,3/22/2002,54000000
36593,The Naked Gun 33⅓: The Final Insult,The Naked Gun 33⅓: The Final Insult,3/18/1994,30000000
36614,The Sum of Us,The Sum of Us,7/12/1994,32
36618,Zero 2,Zero 2,1/18/2010,400000
36647,Blade,Blade,8/21/1998,45000000
36657,X-Men,X-Men,7/13/2000,75000000
