movie_id,genre_id
612,53
613,18
613,36
613,10752
615,18
616,18
616,28
616,10752
616,36
617,53
618,18
618,36
618,10752
619,53
619,28
619,18
619,10402
619,10749
620,35
620,14
621,10749
622,27
622,9648
622,53
623,35
623,80
624,12
624,18
625,10752
625,18
625,36
627,18
627,80
628,27
628,10749
629,18
629,80
629,53
630,12
630,10751
630,14
632,35
632,18
632,10752
633,18
633,36
633,53
633,10752
634,35
634,10749
634,18
635,27
635,9648
635,53
636,18
636,9648
636,878
637,35
637,18
638,18
638,53
638,9648
639,35
639,10749
639,18
640,18
640,80
641,80
641,18
642,36
642,18
642,37
642,80
644,18
644,878
644,12
646,12
646,28
646,53
650,80
650,18
651,35
651,18
651,10752
652,12
652,18
652,10752
654,80
654,18
655,18
657,28
657,53
657,12
658,12
658,28
658,53
660,12
660,28
660,53
663,27
663,53
663,80
664,28
664,12
664,18
665,28
665,12
665,18
665,36
666,18
667,28
667,53
667,12
668,12
668,28
668,53
669,99
670,18
670,53
670,9648
670,28
671,12
671,14
671,10751
672,12
672,14
672,10751
673,12
673,14
673,10751
674,12
674,14
674,10751
675,12
675,14
675,10751
675,9648
676,36
676,10749
676,10752
679,27
679,28
679,53
679,878
680,53
680,80
681,12
681,28
681,53
682,12
682,28
682,53
686,18
686,878
686,9648
687,18
688,18
688,10749
691,12
691,28
691,53
692,27
692,35
692,80
693,35
693,10749
694,27
694,53
698,28
698,12
698,53
698,878
699,12
699,28
699,53
700,12
700,28
700,53
702,18
703,35
703,18
703,10749
704,35
704,10402
705,18
707,12
707,28
707,53
708,28
708,12
708,53
709,12
709,28
709,53
710,12
710,28
710,53
711,18
712,35
712,18
712,10749
713,18
713,10749
714,12
714,28
714,53
744,28
744,10749
744,10752
745,9648
745,53
745,18
746,18
746,36
747,27
747,35
752,28
752,53
752,14
753,18
754,28
754,80
754,878
754,53
755,27
755,28
755,53
755,80
756,16
756,10751
756,10402
762,12
762,35
762,14
763,27
763,35
764,27
765,27
765,35
765,14
766,14
766,27
766,35
767,12
767,14
767,10751
768,27
768,9648
768,53
769,18
769,80
770,18
770,10749
770,10752
771,35
771,10751
772,35
772,10751
772,12
772,80
773,35
773,18
775,12
775,14
775,878
776,18
776,35
776,10749
782,53
782,878
782,9648
782,10749
783,18
783,36
786,18
786,10402
787,28
787,35
787,18
787,53
788,35
788,18
788,10751
790,27
791,27
791,53
792,18
792,10752
792,28
793,80
793,18
793,9648
793,53
794,27
794,53
795,18
795,14
795,10749
796,18
796,10749
796,53
801,35
801,18
801,10752
802,18
802,10749
804,35
804,10749
805,27
805,18
805,9648
806,18
806,27
806,53
807,80
807,9648
807,53
808,12
808,16
808,35
808,10751
808,14
809,12
809,16
809,35
809,10751
809,14
810,14
810,12
810,16
810,35
810,10751
811,12
811,18
811,878
812,16
812,10751
812,35
812,12
812,14
812,10749
813,35
814,27
814,35
815,10751
815,18
815,35
816,878
816,35
816,80
817,12
817,35
817,80
817,878
818,35
818,80
818,878
819,80
819,18
819,53
820,18
820,53
820,36
821,18
821,36
824,18
824,10402
824,10749
825,18
826,18
826,36
826,10752
828,18
828,878
828,53
829,80
829,18
829,9648
829,53
830,12
830,878
830,28
831,9648
831,12
831,878
831,27
831,53
834,14
834,28
834,878
834,53
837,27
837,9648
837,878
838,35
838,18
839,10770
839,28
839,53
840,878
840,18
841,28
841,878
841,12
844,14
844,18
844,878
844,10749
845,80
845,18
845,53
846,9648
846,878
846,53
847,12
847,18
847,28
848,14
849,14
849,28
849,12
853,10752
854,10749
854,35
854,80
854,14
855,28
855,36
855,10752
856,14
856,16
856,35
856,80
856,10751
857,18
857,36
857,10752
858,35
858,18
858,10749
859,18
859,10749
860,53
860,878
861,28
861,12
861,878
862,16
862,35
862,10751
863,16
863,35
863,10751
864,35
865,28
865,878
866,18
867,18
867,53
868,80
868,18
869,53
869,878
869,28
869,12
871,878
871,12
871,18
871,28
872,35
872,10402
872,10749
873,18
874,18
874,36
876,28
876,12
876,14
876,878
879,12
879,14
879,35
879,10751
880,18
880,35
881,18
884,18
884,53
884,10749
887,18
887,36
887,10749
888,14
888,35
888,10751
889,878
889,35
889,10751
889,10749
891,18
891,36
891,9648
891,53
892,35
892,878
892,14
898,18
900,35
900,10749
901,35
901,18
901,10749
902,14
902,878
902,12
903,80
903,18
907,18
907,10749
907,10752
912,10749
912,80
912,53
912,18
913,18
913,80
913,10749
914,35
916,28
916,80
916,18
916,53
918,35
918,10749
920,16
920,12
920,35
920,10751
921,10749
921,18
921,36
922,18
922,14
922,37
923,27
924,14
924,27
924,28
925,18
926,35
926,10751
926,878
927,14
927,27
927,35
928,35
928,27
928,14
929,878
929,28
929,53
931,53
931,18
931,27
935,18
935,35
935,10752
938,37
941,12
941,28
941,35
941,53
941,80
942,28
942,12
942,35
942,80
942,53
943,12
943,28
943,35
943,53
943,80
944,28
944,12
944,35
944,80
944,53
947,12
947,18
947,36
947,10752
948,27
948,53
949,28
949,80
949,18
949,53
950,16
950,10751
950,35
950,12
951,35
953,10751
953,16
954,12
954,28
954,53
955,12
955,28
955,53
956,12
956,28
956,53
957,35
957,878
961,28
961,12
961,35
961,18
962,12
962,35
962,18
963,9648
963,80
963,53
966,37
967,28
967,18
967,36
968,80
968,18
968,53
975,18
975,10752
978,12
978,18
978,36
982,9648
982,53
984,28
984,80
984,53
985,18
985,14
985,27
985,878
986,35
986,18
986,36
987,10749
987,18
987,35
988,53
988,18
990,18
991,18
991,878
994,80
994,18
994,53
994,9648
995,12
995,37
996,18
996,9648
996,53
1018,53
1018,18
1018,9648
1023,18
1023,35
1023,80
1024,18
1024,14
1051,28
1051,80
1051,53
1073,18
1073,53
1073,9648
1088,18
1088,10751
1089,28
1089,53
1089,80
1090,53
1090,878
1090,9648
1091,27
1091,9648
1091,878
1103,878
1103,28
1116,18
1116,36
1116,10752
1124,18
1124,9648
1124,53
1125,18
1162,18
1164,18
1165,18
1213,53
1213,80
1213,18
1245,18
1245,10749
1246,18
1247,18
1247,53
1247,36
1248,80
1248,18
1248,53
1250,53
1250,28
1250,14
1250,27
1251,28
1251,12
1251,18
1251,10752
1255,27
1255,18
1255,878
1259,18
1259,10749
1262,35
1262,18
1262,14
1262,10749
1265,12
1265,18
1265,10751
1266,28
1266,80
1266,18
1266,53
1267,16
1267,35
1267,10751
1268,10751
1268,35
1271,28
1271,12
1271,10752
1272,878
1272,53
1273,12
1273,16
1273,35
1273,10751
1278,18
1278,10749
1279,18
1281,35
1294,18
1294,10402
1359,53
1359,18
1359,80
1360,18
1360,10749
1362,12
1362,16
1362,10751
1365,18
1365,10749
1366,18
1367,18
1368,28
1368,12
1368,53
1368,10752
1369,28
1369,12
1369,53
1369,10752
1370,28
1370,12
1370,53
1370,10752
1371,18
1372,18
1372,53
1372,28
1374,18
1375,18
1378,10749
1378,18
1378,35
1379,80
1379,18
1381,18
1381,12
1381,878
1381,10749
1389,10749
1389,35
1389,80
1391,18
1391,10749
1392,99
1402,18
1405,18
1405,36
1406,28
1406,12
1406,35
1406,18
1406,37
1408,28
1408,12
1410,35
1410,878
1411,9648
1411,18
1412,18
1415,35
1415,18
1415,80
1417,14
1417,18
1417,10752
1422,18
1422,53
1422,80
1427,80
1427,14
1427,18
1428,28
1429,80
1429,18
1430,99
1433,14
1433,18
1433,27
1433,53
1433,878
1435,99
1435,18
1439,18
1439,36
1439,10749
1440,10749
1440,18
1441,18
1441,28
1441,53
1441,80
1443,18
1443,10749
1452,12
1452,14
1452,28
1452,878
1479,18
1479,80
1480,18
1480,53
1480,80
1483,14
1483,27
1485,80
1485,53
1487,14
1487,28
1487,878
1491,14
1491,18
1491,53
1491,10749
1492,28
1492,12
1492,18
1492,36
1493,35
1493,80
1493,28
1494,28
1494,18
1494,14
1495,18
1495,28
1495,12
1495,36
1495,10752
1496,18
1496,28
1496,35
1496,10402
1496,10749
1497,878
1497,12
1497,28
1497,35
1497,10751
1498,878
1498,28
1498,12
1498,35
1498,10751
1499,28
1499,12
1499,35
1499,10751
1499,14
1499,878
1523,18
1534,12
1535,28
1535,80
1535,53
1537,28
1537,12
1537,80
1537,53
1538,18
1538,80
1538,53
1541,18
1541,53
1541,80
1541,12
1542,35
1542,80
1547,27
1547,35
1548,35
1548,18
1550,35
1550,18
1551,18
1551,27
1551,878
1551,53
1555,18
1555,35
1555,10749
1562,27
1562,53
1562,878
1571,28
1571,53
1572,28
1572,53
1573,28
1573,53
1574,28
1574,35
1574,80
1574,18
1574,10402
1576,27
1576,28
1576,878
1577,27
1577,28
1577,878
1578,18
1579,28
1579,12
1579,18
1579,53
1580,80
1580,18
1580,9648
1580,53
1581,35
1581,10749
1584,35
1584,10402
1585,18
1585,10751
1585,14
1586,53
1586,9648
1587,10749
1587,18
1588,35
1590,18
1592,80
1592,18
1592,9648
1592,53
1593,28
1593,12
1593,35
1593,10751
1593,14
1597,35
1597,10749
1598,80
1598,53
1599,35
1599,10749
1607,18
1607,80
1613,53
1613,28
1613,35
1613,80
1619,28
1619,80
1619,18
1619,53
1620,28
1620,80
1620,18
1620,53
1621,35
1624,35
1626,18
1630,18
1632,53
1632,80
1632,18
1633,18
1633,35
1634,10751
1634,12
1635,28
1635,53
1635,878
1635,12
1636,14
1636,35
1636,10749
1637,28
1637,12
1637,80
1639,28
1639,12
1639,53
1640,18
1641,10749
1641,35
1642,80
1642,18
1642,9648
1642,53
1642,28
1643,18
1643,10749
1645,80
1645,18
1645,53
1646,80
1646,18
1648,12
1648,35
1648,878
1654,28
1654,12
1654,10752
1656,28
1656,12
1667,99
1667,10751
1669,28
1669,12
1669,53
1677,18
1677,10402
1678,53
1678,27
1678,878
1683,53
1683,27
1685,12
1685,878
1685,9648
1687,28
1687,878
1688,28
1688,878
1689,18
1689,36
1690,27
1691,27
1694,878
1694,35
1694,27
1700,18
1700,53
1701,28
1701,53
1701,80
1705,28
1705,878
1712,28
1712,18
1712,37
1713,18
1713,10749
1715,18
1717,18
1717,53
1722,18
1722,36
1722,10749
1724,878
1724,28
1724,12
1725,80
1725,18
1725,10402
1726,28
1726,878
1726,12
1727,28
1727,12
1727,35
1727,10749
1729,28
1729,12
1729,14
1734,12
1734,28
1734,14
1735,12
1735,28
1735,14
1738,28
1738,878
1738,53
1770,18
1770,53
1771,28
1771,12
1771,878
1775,28
1775,35
1779,99
1779,36
1781,99
1782,18
1782,53
1782,9648
1788,18
1788,10751
1788,10402
1788,10749
1791,18
1791,10749
1792,35
1803,28
1803,53
1803,80
1807,18
1807,80
1809,35
1809,18
1809,10749
1812,35
1812,10749
1813,18
1813,27
1813,9648
1813,53
1817,53
1817,18
1819,35
1819,10749
1824,35
1824,10749
1825,28
1825,18
1826,35
1826,18
1826,10749
1830,80
1830,18
1830,53
1831,35
1832,14
1832,35
1832,12
1833,18
1833,10749
1835,80
1835,9648
1835,53
1842,9648
1842,27
1842,18
1844,10749
1844,18
1844,9648
1850,35
1850,18
1850,10749
1852,18
1852,36
1852,53
1857,16
1858,12
1858,878
1858,28
1859,35
1859,10749
1865,12
1865,28
1865,14
1874,36
1874,18
1877,14
1877,28
1877,53
1877,878
1878,12
1878,18
1878,35
1879,35
1879,18
1879,10749
1880,28
1880,53
1883,18
1883,36
1884,12
1884,10751
1884,14
1884,878
1884,10770
1885,18
1887,18
1887,36
1891,12
1891,28
1891,878
1892,12
1892,28
1892,878
1893,12
1893,28
1893,878
1894,12
1894,28
1894,878
1895,878
1895,12
1895,28
1899,18
1900,53
1900,18
1900,80
1902,18
1902,53
1903,18
1903,9648
1903,10749
1903,878
1903,53
1904,18
1904,36
1904,10749
1907,18
1907,12
1907,10749
1907,53
1909,10749
1909,18
1909,35
1911,12
1911,14
1911,28
1912,35
1912,18
1913,18
1921,18
1921,10749
1923,18
1923,9648
1924,28
1924,12
1924,14
1924,878
1927,18
1927,28
1927,878
1930,28
1930,12
1930,14
1931,18
1931,10402
1934,10749
1934,36
1939,18
1939,9648
1940,10402
1940,18
1940,10749
1941,28
1941,18
1941,36
1941,10752
1945,18
1945,53
1946,28
1946,53
1946,878
1946,27
1947,18
1948,28
1948,53
1948,80
1949,80
1949,18
1949,9648
1949,53
1951,18
1954,878
1954,53
1955,18
1955,36
1956,9648
1956,18
1956,12
1957,18
1957,53
1958,35
1958,53
1958,10402
1958,80
1958,9648
1961,35
1961,27
1963,18
1963,10749
1965,80
1965,53
1965,18
1966,10752
1966,36
1966,28
1966,12
1966,18
1966,10749
1969,28
1969,35
1969,37
1969,80
1970,27
1970,9648
1970,53
1975,27
1975,53
1976,18
1976,10749
1977,9648
1977,27
1977,53
1979,12
1979,14
1979,28
1979,53
1985,18
1985,9648
1985,53
1988,18
1988,53
1989,18
1989,10749
1991,28
1991,53
1994,12
1994,27
1994,53
1995,12
1995,14
1995,28
1995,53
1996,28
1996,12
1996,14
1996,53
1997,12
1997,18
1997,10751
1999,18
1999,53
2000,12
2000,18
2000,36
2001,18
2001,80
2001,53
2002,18
2002,10749
2005,10402
2005,35
2009,18
2011,16
2011,18
2013,18
2014,18
2016,18
2016,36
2016,10752
2017,28
2017,80
2017,18
2017,9648
2017,53
2018,35
2019,28
2019,12
2019,80
2019,53
2020,35
2022,35
2022,10749
2023,37
2023,12
2024,18
2024,36
2024,10752
2024,28
2026,9648
2026,18
2026,53
2026,80
2034,28
2034,80
2034,18
2034,53
2042,36
2042,18
2042,10752
2043,80
2043,9648
2043,53
2043,28
2044,10749
2044,18
2044,9648
2045,18
2045,9648
2045,878
2045,53
2046,27
2046,18
2046,53
2046,9648
2048,28
2048,878
2055,37
2056,18
2056,35
2057,53
2059,12
2059,28
2059,53
2059,9648
2062,16
2062,35
2062,10751
2062,14
2064,35
2064,18
2064,10749
2067,878
2069,35
2069,80
2071,9648
2071,53
2072,28
2072,878
2072,53
2074,35
2074,10749
2080,12
2080,28
2080,53
2080,878
2082,27
2084,35
2084,80
2084,53
2085,28
2085,80
2085,53
2086,80
2086,18
2086,53
2088,28
2088,80
2088,18
2088,53
2089,28
2089,53
2091,80
2091,53
2099,28
2099,80
2099,53
2100,28
2100,18
2100,53
2102,12
2102,18
2102,28
2102,53
2102,878
2102,10769
2103,18
2103,878
2103,9648
2103,10749
2105,35
2105,10749
2108,35
2108,18
2109,28
2109,35
2109,80
2109,53
2110,18
2110,28
2110,35
2112,18
2112,28
2112,53
2112,80
2114,12
2114,28
2114,16
2114,14
2114,878
2114,53
2116,53
2116,80
2116,18
2118,80
2118,18
2118,9648
2118,53
2119,12
2122,35
2122,53
2122,80
2123,35
2124,18
2124,9648
2124,10749
2124,53
2133,18
2134,53
2134,12
2134,14
2134,878
2134,10749
2135,878
2135,12
2135,28
2140,28
2140,80
2140,53
2142,28
2142,80
2142,18
2148,10402
2148,18
2148,80
2148,10749
2149,18
2149,53
2149,10749
2155,53
2157,12
2157,10751
2157,878
2160,12
2160,18
2160,878
2161,12
2161,878
2162,28
2162,35
2162,53
2163,18
2163,28
2163,53
2164,28
2164,12
2164,878
2165,53
2165,28
2165,18
2168,18
2171,35
2176,18
2176,53
2179,35
2179,10402
2182,35
2182,27
2182,878
2185,28
2185,35
2185,53
2186,27
2196,35
2196,18
2197,18
2197,10752
2207,28
2207,12
2207,80
2207,53
2210,10402
2210,35
2210,18
2210,10749
2210,878
2239,18
2239,35
2239,53
2251,53
2251,18
2252,53
2252,80
2252,9648
2253,18
2253,53
2253,36
2253,10752
2255,35
2255,18
2255,10749
2259,10749
2259,18
2266,18
2266,10749
2268,12
2268,14
2269,14
2269,27
2270,12
2270,14
2270,10749
2270,10751
2275,80
2275,18
2275,9648
2275,53
2277,35
2277,878
2280,14
2280,18
2280,35
2280,10749
2280,10751
2288,18
2288,10749
2289,18
2291,18
2291,9648
2291,27
2292,35
2293,10749
2293,35
2294,35
2295,35
2297,35
2297,18
2297,9648
2300,16
2300,35
2300,18
2300,10751
2300,14
2309,12
2309,10751
2309,14
2310,12
2310,28
2310,16
2312,12
2312,14
2312,28
2312,18
2320,28
2320,12
2320,18
2320,53
2321,35
2321,80
2321,10749
2324,18
2331,36
2331,18
2334,28
2334,35
2355,18
2359,99
2360,80
2360,35
2370,28
2370,18
2370,9648
2370,53
2395,14
2395,12
2395,35
2395,10751
2428,18
2428,36
2436,28
2436,12
2436,35
2436,878
2447,18
2447,36
2453,28
2453,53
2454,12
2454,10751
2454,14
2486,14
2486,28
2486,12
2486,10751
2493,12
2493,10751
2493,14
2493,35
2493,10749
2501,28
2501,18
2501,9648
2501,53
2502,28
2502,18
2502,53
2503,28
2503,18
2503,9648
2503,53
2525,18
2539,35
2567,18
2575,18
2575,53
2576,18
2576,36
2577,18
2577,10749
2577,878
2577,53
2587,10752
2587,18
2587,36
2588,35
2588,18
2604,18
2604,10752
2610,35
2610,18
2610,10749
2612,14
2612,35
2612,878
2612,10749
2616,35
2616,18
2616,10751
2617,35
2619,35
2619,14
2619,10749
2620,28
2620,35
2620,80
2621,10749
2621,35
2621,18
2636,28
2636,53
2637,18
2637,27
2637,9648
2639,35
2639,18
2642,35
2642,10749
2649,18
2649,53
2649,9648
2652,18
2652,53
2654,27
2654,9648
2654,53
2655,18
2655,27
2655,9648
2655,53
2661,10751
2661,12
2661,35
2661,878
2661,80
2662,27
2666,9648
2666,878
2667,27
2667,9648
2668,18
2668,14
2668,53
2668,9648
2669,28
2669,18
2669,36
2671,27
2671,53
2675,18
2675,53
2675,878
2675,9648
2687,35
2687,14
2687,878
2698,14
2698,35
2698,10751
2699,28
2699,18
2699,10749
2701,18
2734,18
2734,36
2742,80
2742,18
2749,28
2749,80
2749,53
2752,35
2752,10749
2755,18
2755,35
2756,12
2756,28
2756,53
2756,878
2757,35
2757,80
2757,18
2760,80
2760,18
2760,53
2767,18
2767,10749
2768,53
2768,18
2768,80
2768,10749
2769,18
2769,35
2769,10402
2769,10749
2770,35
2770,10749
2778,35
2778,10751
2786,18
2786,53
2787,53
2787,878
2787,28
2788,18
2789,28
2789,878
2800,35
2830,35
2830,10749
2832,9648
2832,53
2841,18
2895,18
2897,12
2897,35
2897,10751
2897,14
2897,10749
2898,35
2898,10749
2900,18
2900,878
2900,53
2907,27
2907,35
2907,14
2924,28
2924,80
2924,18
2924,9648
2924,53
2925,35
2959,35
2963,12
2963,35
2963,14
2963,878
2976,10751
2976,35
2976,10402
2976,10749
2977,18
2977,10749
2978,35
2978,14
2984,35
2984,10749
2989,12
2989,53
2994,28
2994,35
2994,80
2998,18
2998,10749
3021,27
3021,53
3033,18
3034,35
3034,878
3035,18
3035,27
3035,878
3036,18
3036,27
3036,878
3036,10749
3037,18
3037,10749
3040,14
3040,28
3040,53
3043,27
3049,35
3049,9648
3050,35
3050,10751
3050,14
3053,35
3053,27
3055,10402
3055,18
3055,10749
3059,18
3060,18
3060,10749
3060,10752
3062,10402
3062,35
3062,10749
3078,35
3078,10749
3080,35
3080,10402
3080,10749
3082,18
3082,35
3083,35
3083,18
3089,37
3090,28
3090,12
3090,18
3090,37
3093,80
3093,9648
3093,53
3097,10752
3097,18
3097,36
3097,12
3097,10749
3097,53
3110,18
3110,37
3111,18
3111,10402
3111,10749
3112,53
3112,80
3114,37
3116,18
3121,18
3121,10402
3131,18
3131,36
3131,80
3132,28
3132,12
3132,35
3132,53
3170,16
3170,18
3170,10751
3172,28
3172,35
3172,80
3172,10749
3175,18
3175,10749
3175,10752
3176,18
3176,53
3176,12
3177,28
3177,53
3179,16
3179,35
3291,18
3291,36
3309,80
3309,18
3432,18
3432,80
3432,9648
3432,53
3482,28
3482,18
3482,53
3482,10752
3489,80
3489,9648
3489,53
3509,16
3509,878
3509,53
3511,53
3511,18
3511,27
3512,28
3512,53
3513,12
3513,18
3513,28
3513,36
3513,53
3525,35
3525,18
3525,10749
3527,18
3527,10402
3529,35
3529,80
3529,9648
3536,28
3536,18
3536,53
3536,10752
3547,53
3547,10749
3547,18
3558,18
3563,35
3563,10749
3573,18
3573,35
3573,10749
3580,80
3580,18
